1;161.131.154.165;negocio3;personas;1;Cluster1;wlsplatform;webPersonas1;huerfanos;adminmor1;7703;personas
2;161.131.154.166;negocio8;personas;2;Cluster1;wlsplatform;webPersonas2;huerfanos;adminmor1;7703;personas
3;161.131.154.171;negocio17;personas;3;Cluster1;wlsplatform;webPersonas3;huerfanos;adminmor1;7703;personas
4;161.131.154.172;negocio18;personas;4;Cluster1;wlsplatform;webPersonas4;huerfanos;adminmor1;7703;personas
5;161.131.154.174;negocio27;personas;5;Cluster1;wlsplatform;webPersonas5;huerfanos;adminmor1;7703;personas
6;161.131.154.198;negocio2;personas;6;Cluster2;wlsplatform;webPersonas6;longovilo;adminmor1;7703;personas
7;161.131.154.201;negocio11;personas;7;Cluster2;wlsplatform;webPersonas7;longovilo;adminmor1;7703;personas
8;161.131.154.210;negocio28;personas;8;Cluster2;wlsplatform;webPersonas8;longovilo;adminmor1;7703;personas
9;161.131.154.211;negocio29;personas;9;Cluster2;wlsplatform;webPersonas9;longovilo;adminmor1;7703;personas
10;161.131.154.212;negocio30;personas;10;Cluster2;wlsplatform;webPersonas10;longovilo;adminmor1;7703;personas
11;161.131.154.215;negocio35;personas;11;Cluster2;wlsplatform;webPersonas11;longovilo;adminmor1;7703;personas
12;161.131.154.216;negocio36;personas;12;Cluster2;wlsplatform;webPersonas12;longovilo;adminmor1;7703;personas
13;161.131.154.219;negocio38;personas;13;Cluster2;wlsplatform;webPersonas13;longovilo;adminmor1;7703;personas
14;161.131.154.204;negocio40a;personas;14;Cluster2;wlsplatform14;webPersonas14;longovilo;adminmor1;7703;personas
15;161.131.154.217;negocio40b;personas;15;Cluster2;wlsplatform15;webPersonas15;longovilo;adminmor1;7703;personas
16;161.131.154.218;negocio40c;personas;16;Cluster2;wlsplatform16;webPersonas16;longovilo;adminmor1;7703;personas
17;161.131.154.220;negocio40d;personas;17;Cluster2;wlsplatform17;webPersonas17;longovilo;adminmor1;7703;personas
18;161.131.154.167;negocio41a;personas;18;Cluster1;wlsplatform18;webPersonas18;morande;adminmor1;7703;personas
19;161.131.154.169;negocio41b;personas;19;Cluster1;wlsplatform19;webPersonas19;morande;adminmor1;7703;personas
20;161.131.154.173;negocio41c;personas;20;Cluster1;wlsplatform20;webPersonas20;morande;adminmor1;7703;personas
21;161.131.154.197;negocio5;portal;1;Cluster1;wlsplatform;webPortal1;longovilo;adminmor1;7702;portal
22;161.131.154.196;negocio6;portal;2;Cluster1;wlsplatform;webPortal2;longovilo;adminmor1;7702;portal
23;161.131.154.205;negocio19;portal;3;Cluster1;wlsplatform;webPortal3;longovilo;adminmor1;7702;portal
24;161.131.154.206;negocio20;portal;4;Cluster1;wlsplatform;webPortal4;longovilo;adminmor1;7702;portal
25;161.131.237.11;negocio31;portal;5;Cluster2;wlsplatform;webPortal5;huerfanos;adminmor1;7702;portal
26;161.131.237.12;negocio32;portal;6;Cluster2;wlsplatform;webPortal6;huerfanos;adminmor1;7702;portal
27;161.131.237.13;negocio33;portal;7;Cluster2;wlsplatform;webPortal7;huerfanos;adminmor1;7702;portal
28;161.131.237.14;negocio34;portal;8;Cluster2;wlsplatform;webPortal8;huerfanos;adminmor1;7702;portal
29;161.131.159.20;n2z1;portal;9;Cluster3;wlsplatform;webPortal9;longovilo;adminmor1;7702;portal
30;161.131.159.21;n2z2;portal;10;Cluster3;wlsplatform;webPortal10;longovilo;adminmor1;7702;portal
31;161.131.159.22;n2z3;portal;11;Cluster3;wlsplatform;webPortal11;longovilo;adminmor1;7702;portal
#32;161.131.159.23;n2z4;portal;12;Cluster3;wlsplatform;webPortal12;longovilo;adminmor1;7702;portal
33;161.131.237.34;n1z1;portal;13;Cluster2;wlsplatform13;webPortal13;morande;adminmor1;7702;portal
34;161.131.237.36;n1z2;portal;14;Cluster2;wlsplatform14;webPortal14;morande;adminmor1;7702;portal
35;161.131.237.36;n1z3;portal;15;Cluster2;wlsplatform15;webPortal15;morande;adminmor1;7702;portal
36;161.131.237.37;n1z4;portal;16;Cluster2;wlsplatform16;webPortal16;morande;adminmor1;7702;portal
37;161.131.154.202;negocio13;workflow;1;Cluster1;wlsplatform;webAprocred1;longovilo;adminmor1;7701;aprocred
38;161.131.154.203;negocio14;workflow;2;Cluster1;wlsplatform;webAprocred2;longovilo;adminmor1;7701;aprocred
39;161.131.237.34;n1z1;workflow;3;Cluster1;wlsplatform3;webAprocred3;morande;adminmor1;7701;aprocred
40;161.131.237.36;n1z3;workflow;4;Cluster1;wlsplatform4;webAprocred4;morande;adminmor1;7701;aprocred
41;161.131.154.208;negocio23;workflow;1;Cluster1;wlsplatform;webGarantias1;longovilo;adminmor1;7701;garantia
42;161.131.154.209;negocio24;workflow;2;Cluster1;wlsplatform;webGarantias2;longovilo;adminmor1;7701;garantia
43;161.131.154.194;negocio15;produccion;1;Cluster7;wlsplatform;webAppServer15;longovilo;negocio1;7701;empresas
44;161.131.154.195;negocio16;produccion;2;Cluster7;wlsplatform;webAppServer16;longovilo;negocio1;7701;empresas
45;161.131.237.25;negocio37;produccion;3;Cluster11;wlsplatform;webAppServer37;huerfanos;negocio1;7701;empresas
46;161.131.237.26;negocio39;produccion;4;Cluster11;wlsplatform;webAppServer39;huerfanos;negocio1;7701;empresas
47;161.131.154.147;negocio21;produccion;1;Cluster10;wlsplatform;webAppServer21;huerfanos;negocio1;7701;everest
48;161.131.154.148;negocio22;produccion;2;Cluster10;wlsplatform;webAppServer22;huerfanos;negocio1;7701;everest
49;161.131.159.150;negocio25;produccion;3;Cluster12;wlsplatform;webAppServer25;longovilo;negocio1;7701;everest
50;161.131.159.151;negocio26;produccion;4;Cluster12;wlsplatform;webAppServer26;longovilo;negocio1;7701;everest
51;161.131.154.162;negocio4;produccion;1;Cluster3;wlsplatform;webAppServer4;huerfanos;negocio1;7701;scriticos
52;161.131.154.163;negocio9;produccion;2;Cluster3;wlsplatform;webAppServer9;huerfanos;negocio1;7701;scriticos
53;161.131.159.25;n3z1;produccion;3;Cluster15;wlsplatform;webN3Z1;longovilo;negocio1;7701;scriticos
54;161.131.159.26;n3z2;produccion;4;Cluster15;wlsplatform;webN3Z2;longovilo;negocio1;7701;scriticos
55;161.131.238.100;portalbea1;portalbea;1;Cluster1;wlsplatform;portalProdNode1;morande;negocio0;7709;portalbea
56;161.131.238.101;portalbea2;portalbea;2;Cluster1;wlsplatform;portalProdNode2;morande;negocio0;7709;portalbea
57;161.131.238.40;portalbea3;portalbea;3;Cluster2;wlsplatform;portalProdNode3;longovilo;negocio0;7709;portalbea
58;161.131.238.45;portalbea4;portalbea;4;Cluster2;wlsplatform;portalProdNode4;longovilo;negocio0;7709;portalbea
59;161.131.238.100;portalbea1;bciportal;1;Cluster1;wlsplatform2;bciPortalNode1;morande;negocio0;7709;bciportal
60;161.131.238.101;portalbea2;bciportal;2;Cluster1;wlsplatform2;bciPortalNode2;morande;negocio0;7709;bciportal
61;161.131.238.40;portalbea3;bciportal;3;Cluster2;wlsplatform2;bciPortalNode3;longovilo;negocio0;7709;bciportal
62;161.131.238.45;portalbea4;bciportal;4;Cluster2;wlsplatform2;bciPortalNode4;longovilo;negocio0;7709;bciportal
63;161.131.159.135;siavlgv1;workflow;1;ClusterSiavM;wlsplatformS1;webSiavL1;longovilo;adminmor1;7701;siav
64;161.131.159.136;siavlgv1;workflow;2;ClusterSiavM;wlsplatformS2;webSiavL2;longovilo;adminmor1;7701;siav
65;161.131.237.146;siavmor1;workflow;3;ClusterSiavM;wlsplatformS1;webSiavM1;morande;adminmor1;7701;siav
66;161.131.237.147;siavmor1;workflow;4;ClusterSiavM;wlsplatformS2;webSiavM2;morande;adminmor1;7701;siav
67;161.131.154.147;negocio21;produccion;1;Cluster10;wlsplatform2;webAppServer21a;huerfanos;negocio1;7701;everest
68;161.131.154.148;negocio22;produccion;2;Cluster10;wlsplatform2;webAppServer22a;huerfanos;negocio1;7701;everest
69;161.131.159.150;negocio25;produccion;3;Cluster12;wlsplatform2;webAppServer25a;longovilo;negocio1;7701;everest
70;161.131.159.151;negocio26;produccion;4;Cluster12;wlsplatform2;webAppServer26a;longovilo;negocio1;7701;everest
71;161.131.154.199;negocio10;produccion;1;cluster5;wlsplatform;webAppServer10;longovilo;negocio1;7701;preproduccion
72;161.131.154.204;negocio40a;produccion;1;Cluster1;wlsplatformEv1;webAppServerEv1;longovilo;negocio1;7701;everest
73;161.131.154.217;negocio40b;produccion;2;Cluster1;wlsplatformEv2;webAppServerEv2;longovilo;negocio1;7701;everest
74;161.131.154.218;negocio40c;produccion;3;Cluster1;wlsplatformEv3;webAppServerEv3;longovilo;negocio1;7701;everest
75;161.131.154.220;negocio40d;produccion;4;Cluster1;wlsplatformEv4;webAppServerEv4;longovilo;negocio1;7701;everest
76;161.131.154.5;personasm1;personas;1;WebClusterMor1;wlsplatformM11;webPersonasM11;morande;adminmor2;7703;personas
77;161.131.154.6;personasm12;personas;2;WebClusterMor1;wlsplatformM12;webPersonasM12;morande;adminmor2;7703;personas
78;161.131.154.7;personasm13;personas;3;WebClusterMor1;wlsplatformM13;webPersonasM13;morande;adminmor2;7703;personas
79;161.131.154.8;personasm14;personas;4;WebClusterMor1;wlsplatformM14;webPersonasM14;morande;adminmor2;7703;personas
80;161.131.154.10;personasm2;personas;5;WebClusterMor1;wlsplatformM21;webPersonasM21;morande;adminmor2;7703;personas
81;161.131.154.11;personasm22;personas;6;WebClusterMor1;wlsplatformM22;webPersonasM22;morande;adminmor2;7703;personas
82;161.131.154.12;personasm23;personas;7;WebClusterMor1;wlsplatformM23;webPersonasM23;morande;adminmor2;7703;personas
83;161.131.154.13;personasm24;personas;8;WebClusterMor1;wlsplatformM24;webPersonasM24;morande;adminmor2;7703;personas
84;161.131.154.15;personasm3;personas;9;WebClusterMor1;wlsplatformM31;webPersonasM31;morande;adminmor2;7703;personas
85;161.131.154.16;personasm32;personas;10;WebClusterMor1;wlsplatformM32;webPersonasM32;morande;adminmor2;7703;personas
86;161.131.154.17;personasm33;personas;11;WebClusterMor1;wlsplatformM33;webPersonasM33;morande;adminmor2;7703;personas
87;161.131.154.18;personasm34;personas;12;WebClusterMor1;wlsplatformM34;webPersonasM34;morande;adminmor2;7703;personas
88;161.131.154.20;personasm4;personas;13;WebClusterMor1;wlsplatformM41;webPersonasM41;morande;adminmor2;7703;personas
89;161.131.154.21;personasm42;personas;14;WebClusterMor1;wlsplatformM42;webPersonasM42;morande;adminmor2;7703;personas
90;161.131.154.22;personasm43;personas;15;WebClusterMor1;wlsplatformM43;webPersonasM43;morande;adminmor2;7703;personas
91;161.131.154.23;personasm44;personas;16;WebClusterMor1;wlsplatformM44;webPersonasM44;morande;adminmor2;7703;personas
92;161.131.154.70;personasl1;personas;1;WebClusterLgv1;wlsplatformL11;webpersonasl11;longovilo;adminmor2;7703;personas
93;161.131.154.71;personasl12;personas;2;WebClusterLgv1;wlsplatformL12;webpersonasl12;longovilo;adminmor2;7703;personas
94;161.131.154.72;personasl13;personas;3;WebClusterLgv1;wlsplatformL13;webpersonasl13;longovilo;adminmor2;7703;personas
95;161.131.154.73;personasl14;personas;4;WebClusterLgv1;wlsplatformL14;webpersonasl14;longovilo;adminmor2;7703;personas
96;161.131.154.75;personasl2;personas;5;WebClusterLgv1;wlsplatformL21;webpersonasl21;longovilo;adminmor2;7703;personas
97;161.131.154.76;personasl22;personas;6;WebClusterLgv1;wlsplatformL22;webpersonasl22;longovilo;adminmor2;7703;personas
98;161.131.154.77;personasl23;personas;7;WebClusterLgv1;wlsplatformL23;webpersonasl23;longovilo;adminmor2;7703;personas
99;161.131.154.78;personasl24;personas;8;WebClusterLgv1;wlsplatformL24;webpersonasl24;longovilo;adminmor2;7703;personas
100;161.131.154.80;personasl3;personas;9;WebClusterLgv1;wlsplatformL31;webpersonasl31;longovilo;adminmor2;7703;personas
101;161.131.154.81;personasl32;personas;10;WebClusterLgv1;wlsplatformL32;webpersonasl32;longovilo;adminmor2;7703;personas
102;161.131.154.82;personasl33;personas;11;WebClusterLgv1;wlsplatformL33;webpersonasl33;longovilo;adminmor2;7703;personas
103;161.131.154.83;personasl34;personas;12;WebClusterLgv1;wlsplatformL34;webpersonasl34;longovilo;adminmor2;7703;personas
104;161.131.154.85;personasl4;personas;13;WebClusterLgv1;wlsplatformL41;webpersonasl41;longovilo;adminmor2;7703;personas
105;161.131.154.86;personasl42;personas;14;WebClusterLgv1;wlsplatformL42;webpersonasl42;longovilo;adminmor2;7703;personas
106;161.131.154.87;personasl43;personas;15;WebClusterLgv1;wlsplatformL43;webpersonasl43;longovilo;adminmor2;7703;personas
107;161.131.154.88;personasl44;personas;16;WebClusterLgv1;wlsplatformL44;webpersonasl44;longovilo;adminmor2;7703;personas
108;161.131.154.167;negocio41a;produccion;11;Cluster2;wlsplatformEv1;webServerN41Ev1;morande;negocio1;7701;everest
109;161.131.154.169;negocio41b;produccion;12;Cluster2;wlsplatformEv2;webServerN41Ev2;morande;negocio1;7701;everest
110;161.131.154.173;negocio41c;produccion;13;Cluster2;wlsplatformEv3;webServerN41Ev3;morande;negocio1;7701;everest
